"","rownames(resOrderedDF)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C1310","gene:UTI89_C1310",93.5868476180326,1.33902699419731,0.414780151512494,3.22828126976315,0.00124536457459696,0.0475561979717362
"gene:UTI89_C0589","gene:UTI89_C0589",187.704538473891,2.08321227911988,0.482616408837715,4.31649699631407,1.58524837226752e-05,0.00162234318417858
"gene:UTI89_C1123","gene:UTI89_C1123",129.231559563554,0.924252569483339,0.27055843532322,3.41609223301128,0.00063526726373374,0.0300987276715328
"gene:UTI89_C1121","gene:UTI89_C1121",1706.21660963911,1.55839623719242,0.443824510870699,3.51128925740299,0.000445938882224516,0.0223712672582632
"gene:UTI89_C1354","gene:UTI89_C1354",81.7843146278871,-1.20633166663578,0.313165014094925,-3.85206396736935,0.000117126414980304,0.00749169831817772
"gene:UTI89_C1866","gene:UTI89_C1866",484.846567757517,-1.4883093972221,0.504752730328047,-2.94859107796174,0.00319226060689876,0.097813158835335
"gene:UTI89_C1575","gene:UTI89_C1575",430.913734018709,-1.27569183332599,0.264171751846503,-4.82902439193132,1.37203602951676e-06,0.000250739584394188
"gene:UTI89_C1709","gene:UTI89_C1709",262.335036197139,1.67470579695536,0.434395795641823,3.85525323623579,0.000115609893546446,0.00748830158578688
"gene:UTI89_C3324","gene:UTI89_C3324",692.492956384927,-0.873038253897485,0.211519514033903,-4.12745962416287,3.6679280746743e-05,0.00328961635250584
"gene:UTI89_C0167","gene:UTI89_C0167",459.234943385583,2.26285657828803,0.443512304714054,5.10212806778149,3.35855342425966e-07,8.59285893596835e-05
"gene:UTI89_C4327","gene:UTI89_C4327",2525.34842907816,-0.820915679019172,0.249733460881726,-3.28716735082592,0.0010120067350154,0.0423595295651339
"gene:UTI89_C4595","gene:UTI89_C4595",19.0657682263985,-1.54414608538014,0.392646977278238,-3.93265751358611,8.40118942040093e-05,0.00605477271326642
"gene:UTI89_C1119","gene:UTI89_C1119",1057.06473496314,1.44824076498237,0.402493641086253,3.59817054767337,0.000320463458790948,0.0169052733879719
"gene:UTI89_C2147","gene:UTI89_C2147",193.463134204452,1.60805468472853,0.490694336174859,3.2771005617548,0.00104879008627393,0.0425925307259025
"gene:UTI89_C2142","gene:UTI89_C2142",109.573096424276,1.57365577503015,0.508361327581718,3.09554580502033,0.00196451027620726,0.0669433660404849
"gene:UTI89_C1120","gene:UTI89_C1120",1019.76349863841,1.33456460811596,0.380881929303482,3.50388008839504,0.00045853177953711,0.0227796807368096
"gene:UTI89_C0501","gene:UTI89_C0501",4613.5070955017,-1.20591045963417,0.302321623014294,-3.98883297731288,6.63991507111797e-05,0.00522714544906318
"gene:UTI89_C0588","gene:UTI89_C0588",2333.42737922796,3.25937654816479,0.467934131185937,6.9654601597541,3.27332048377236e-12,5.58319363848773e-09
"gene:UTI89_C1339","gene:UTI89_C1339",4812.57580802976,2.25046452045324,0.499112520780164,4.5089322081833,6.51547224118808e-06,0.000793801701384748
"gene:UTI89_C4037","gene:UTI89_C4037",584.277986144004,2.31279417297233,0.495928461987535,4.66356410298239,3.10779316417445e-06,0.000481896291547899
"gene:UTI89_C0593","gene:UTI89_C0593",271.04474479847,1.53132167137086,0.457769110500247,3.34518349151484,0.000822281506002396,0.036587951880124
"gene:UTI89_C3426","gene:UTI89_C3426",1025.40925295804,1.52857137184094,0.501834084542501,3.04596961211686,0.00231931274385892,0.0770644370800397
"gene:UTI89_C2137","gene:UTI89_C2137",54.0716706343196,1.3197263911982,0.328105220367216,4.02226575280075,5.76409690216101e-05,0.00465116686766701
"gene:UTI89_P016","gene:UTI89_P016",1418.33609276692,2.56052913717505,0.460219930233482,5.5637076296892,2.64102290120551e-08,1.28802683433478e-05
"gene:UTI89_P015","gene:UTI89_P015",1169.54530870728,2.45950875058016,0.458363548264396,5.36584717500583,8.05701412014102e-08,2.5767338282976e-05
"gene:UTI89_C0700","gene:UTI89_C0700",27.3446476280849,-1.17728884375643,0.364221971862626,-3.2323388886612,0.00122781350106244,0.0475496480416088
"gene:UTI89_C1081","gene:UTI89_C1081",2064.14579606334,1.96536024693588,0.442596268599144,4.44052601969831,8.97392530894659e-06,0.0010436267228609
"gene:UTI89_C0595","gene:UTI89_C0595",695.164764672944,2.27514085821861,0.502979536805037,4.52332687860519,6.08751141982622e-06,0.00075975112037197
"gene:UTI89_P014","gene:UTI89_P014",1141.76091159696,2.56750297339963,0.465888677095864,5.5109795528929,3.56842179762969e-08,1.40458571834393e-05
"gene:UTI89_C3122","gene:UTI89_C3122",2740.0407571612,-1.54377826599272,0.390086321232565,-3.95752986445362,7.57288218260016e-05,0.00569859384240662
"gene:UTI89_C0587","gene:UTI89_C0587",102.944819173733,2.67031344201131,0.500939799995798,5.33060747425881,9.78847840935403e-08,2.94633200121556e-05
"gene:UTI89_C2335","gene:UTI89_C2335",6.67680478626136,-1.86556350890033,0.478415404255597,-3.89946371355476,9.64059834759269e-05,0.0066663434790043
"gene:UTI89_C1578","gene:UTI89_C1578",350.501880316128,-0.980498474197315,0.265160209025631,-3.69775871651444,0.000217511488367381,0.0122308383074274
"gene:UTI89_C1080","gene:UTI89_C1080",1104.26967068694,1.63950202918231,0.476486156152756,3.44081776146441,0.000579959003797762,0.0279467910504021
"gene:UTI89_C2846","gene:UTI89_C2846",529.143263490525,-0.931321448942511,0.290024495854707,-3.21118202860034,0.00132190171915313,0.0497365521831366
"gene:UTI89_P031","gene:UTI89_P031",1815.63522629689,0.891483374029712,0.278297845821591,3.203342704281,0.00135842224333015,0.0507375665629223
"gene:UTI89_C1671","gene:UTI89_C1671",1428.55328420296,1.87762000962658,0.475391311530846,3.9496304709068,7.82719372782125e-05,0.00572167861503733
"gene:UTI89_C1118","gene:UTI89_C1118",6772.28012659879,1.62825915214495,0.441779860110184,3.68567990342259,0.000228092890007351,0.0126864273713871
"gene:UTI89_C0467","gene:UTI89_C0467",8916.44015566464,-0.742988240954548,0.180176112398532,-4.12367783422438,3.72870331141956e-05,0.00328961635250584
"gene:UTI89_C4517","gene:UTI89_C4517",1160.14104826216,-0.923862520596821,0.2686615876743,-3.43875925320901,0.000584386680162795,0.0279467910504021
"gene:UTI89_C5073","gene:UTI89_C5073",2147.22222350622,1.98782920708247,0.51044225304007,3.89432731174476,9.84716129282231e-05,0.0067183899113829
"gene:UTI89_C4027","gene:UTI89_C4027",2349.27135631451,2.10697194757749,0.504561215324888,4.17584999318825,2.96875414634774e-05,0.00276202090306571
