"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C2644","gene:UTI89_C2644",236.406302801573,0.802308323090859,0.160034500612283,5.01334599740226,5.34915828607725e-07,0.000456818117630997
"gene:UTI89_C3100","gene:UTI89_C3100",513.273816016209,-1.56386260641422,0.434794864500278,-3.5967826073834,0.000322177522285805,0.0788767472452834
"gene:UTI89_C2649","gene:UTI89_C2649",46.1993403225873,0.904437292911515,0.236073508204357,3.83116809586524,0.000127536332374832,0.0435664111392426
"gene:UTI89_C2270","gene:UTI89_C2270",679.890733543019,-1.8372188500093,0.349682423249271,-5.25396396232257,1.48860020144134e-07,0.000152551748643709
"gene:UTI89_C4144","gene:UTI89_C4144",193.166030659186,0.667609662994135,0.18866245406609,3.5386461301954,0.000402184606677081,0.0858664135255569
"gene:UTI89_C2268","gene:UTI89_C2268",2370.26585579513,-2.57824978461759,0.333146089481331,-7.7390966486553,1.00125650355839e-14,2.56521916211661e-11
"gene:UTI89_C2423","gene:UTI89_C2423",219.997565095276,0.921036996697476,0.245152533260603,3.75699563225966,0.000171965496869402,0.0550719503724261
"gene:UTI89_C1729","gene:UTI89_C1729",39.249764581172,1.07042226016867,0.308856114670536,3.465763536236,0.000528728071997757,0.0967572371755895
"gene:UTI89_C2122","gene:UTI89_C2122",945.217972721427,-1.42538105119204,0.397949936442244,-3.58180997322238,0.000341221961150758,0.0794736967698402
"gene:UTI89_C2194","gene:UTI89_C2194",868.685906186711,-0.92294574282877,0.269741816032457,-3.42158941614642,0.000622562501575072,0.0996878205647084
"gene:UTI89_C2269","gene:UTI89_C2269",634.496844410904,-2.35025156798137,0.295886701024162,-7.94307942819456,1.97222562558127e-15,1.01056841054785e-11
"gene:UTI89_C1724","gene:UTI89_C1724",127.435204579677,1.23287423647469,0.193864644793489,6.35945887806407,2.02465722577558e-10,3.45811454162469e-07
"gene:UTI89_C1564","gene:UTI89_C1564",536.072134265327,0.685618120098372,0.170640120630488,4.0179186322954,5.87144632038785e-05,0.0214894935326195
"gene:UTI89_C3450","gene:UTI89_C3450",197.44122167338,-1.66483865002686,0.360750490820361,-4.6149310739424,3.93225795651249e-06,0.00251861122114625
"gene:UTI89_C1563","gene:UTI89_C1563",410.501224325242,0.955825214931418,0.212479314854997,4.49843889784615,6.84542643417636e-06,0.00389732944985774
"gene:UTI89_C2653","gene:UTI89_C2653",341.388713484631,0.82214644146206,0.221464727102112,3.71231325285939,0.000205373583902517,0.0619020143480294
"gene:UTI89_C2651","gene:UTI89_C2651",211.327447299666,0.856035839753234,0.243221729005397,3.51956974919062,0.000432247365268276,0.0871154532797281
"gene:UTI89_C3869","gene:UTI89_C3869",7351.96946316859,-1.50259572985234,0.436478699053367,-3.44254080006919,0.000576276928639542,0.0984280994116337
"gene:UTI89_C2441","gene:UTI89_C2441",74.0260697940445,-1.51627393251464,0.4315413018336,-3.51362413301358,0.000442037819139916,0.0871154532797281
"gene:UTI89_C4704","gene:UTI89_C4704",1159.71173217717,-1.42258520938654,0.399355929916036,-3.56219878764699,0.000367761742898544,0.0819309204613974
"gene:UTI89_C2272","gene:UTI89_C2272",453.227279857201,-1.48147110447217,0.362063950106872,-4.09173877718254,4.28150787358043e-05,0.0182820386201884
"gene:UTI89_C1277","gene:UTI89_C1277",31.0468812345309,1.73316898619335,0.353685934785526,4.90030508915867,9.56879464068865e-07,0.000700435767698409
"gene:UTI89_C2662","gene:UTI89_C2662",131.196080833153,0.85961065355405,0.239052637702988,3.59590532785536,0.000323265357562637,0.0788767472452834
"gene:UTI89_C2652","gene:UTI89_C2652",284.709594343239,1.01280527237473,0.233703854598355,4.33371231345475,1.46615746453895e-05,0.0075125908482976
"gene:UTI89_C1725","gene:UTI89_C1725",288.742458451588,0.83684069279129,0.24047741986748,3.47991380335189,0.000501575127605195,0.0951878131055193
"gene:UTI89_C3143","gene:UTI89_C3143",104.522880005684,-1.52591527415554,0.423474148610553,-3.60332567917585,0.000314171475596069,0.0788767472452834
"gene:UTI89_C4882","gene:UTI89_C4882",528.074840785799,-1.04036709493837,0.28167948222956,-3.69344293983935,0.000221238170434208,0.0629791325169377
"gene:UTI89_C2271","gene:UTI89_C2271",644.579271137975,-1.57538052909316,0.373447511246028,-4.2184791213009,2.4595574146945e-05,0.0114570656299042
"gene:UTI89_C2647","gene:UTI89_C2647",87.1575521628084,0.801841697209363,0.232719200385672,3.44553305391441,0.000569934259378516,0.0984280994116337
"gene:UTI89_C4678","gene:UTI89_C4678",2.39189445748323,-1.52721691248314,0.444976577037734,-3.43212877102436,0.000598863134097055,0.0989862806165583
"gene:UTI89_C3311","gene:UTI89_C3311",115.854651150609,-1.77437120931657,0.436996165071115,-4.06038164895066,4.8992566687473e-05,0.0193106085928163
"gene:UTI89_C1723","gene:UTI89_C1723",121.724887104382,1.2037822048125,0.198763575898739,6.05635212271377,1.39243024768467e-09,1.78370314728406e-06
