"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C2328","gene:UTI89_C2328",31.2862097428706,-1.32579838780482,0.352217099435788,-3.76415111568575,0.000167115806373165,0.0119724473604647
"gene:UTI89_C0820","gene:UTI89_C0820",1522.36673637374,1.31061599332222,0.40214026633462,3.25910161961164,0.00111765626679498,0.0427221941981864
"gene:UTI89_C5089","gene:UTI89_C5089",122.568784322739,-0.85110338696498,0.295070978180391,-2.88440222828238,0.00392157510506106,0.0880282575801004
"gene:UTI89_C0230","gene:UTI89_C0230",1668.61690256991,1.33057705000454,0.3088655273547,4.30794935712107,1.64775099003722e-05,0.00232144575196387
"gene:UTI89_C2349","gene:UTI89_C2349",1216.35716692098,-0.910550644342751,0.310211074084156,-2.93526156998422,0.00333266623409991,0.0797736757298381
"gene:UTI89_C4453","gene:UTI89_C4453",47.2663946092987,1.00186320270923,0.340238342707112,2.944592295912,0.00323380479304513,0.0781661344828704
"gene:UTI89_C2149","gene:UTI89_C2149",56.1894817244556,1.64710570476006,0.432769989077705,3.80596101007437,0.000141254635971736,0.0108832282808848
"gene:UTI89_C2243","gene:UTI89_C2243",38.9976178771228,-1.40157637468493,0.461957327217389,-3.03399533270174,0.00241338163645574,0.0661132491631292
"gene:UTI89_C0833","gene:UTI89_C0833",1754.11233241758,-1.18012868258359,0.300247803191494,-3.93051562755624,8.47638836213841e-05,0.00788623981390651
"gene:UTI89_C0080","gene:UTI89_C0080",745.007770043062,-1.07996977845283,0.382223650687965,-2.82549176773596,0.00472081010525381,0.0982207368312512
"gene:UTI89_C2697","gene:UTI89_C2697",351.936308097927,-0.669231398832607,0.203517432270518,-3.28832469713482,0.00100785528682725,0.0397578753547613
"gene:UTI89_C3591","gene:UTI89_C3591",1879.14421941381,1.16094022796748,0.381257244209679,3.04503126327221,0.00232656124186209,0.0651833720660338
"gene:UTI89_C2136","gene:UTI89_C2136",593.688756515706,0.714886903961539,0.210685319790117,3.39315005275974,0.000690937785539254,0.0299037569105398
"gene:UTI89_C3158","gene:UTI89_C3158",216.121334364942,-1.24018911197164,0.304098312599993,-4.0782505544612,4.53758514206108e-05,0.00497218496344515
"gene:UTI89_C3425","gene:UTI89_C3425",1238.2996066791,1.39993661069699,0.481287975484752,2.90872966291538,0.00362900517333792,0.0852124976653775
"gene:UTI89_C2083","gene:UTI89_C2083",238.727922766511,1.39515436531202,0.47959032199297,2.90905446030346,0.00362523702496237,0.0852124976653775
"gene:UTI89_C3963","gene:UTI89_C3963",118.367785057512,-1.32605318683717,0.364975388542436,-3.63326741601096,0.000279854711217647,0.016480977698932
