"","rownames(resOrderedDF)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C4030","gene:UTI89_C4030",167.588465471244,1.4854017946548,0.406148243737949,3.6572897151642,0.000254896222796385,0.0214298206220088
"gene:UTI89_C3031","gene:UTI89_C3031",60.8213208482124,1.39832298725546,0.396373999912143,3.52778685677012,0.000419049436259189,0.0312529773106853
"gene:UTI89_C4238","gene:UTI89_C4238",1345.61016720677,-2.04650174059197,0.316168588135068,-6.47281803882964,9.6191767641259e-11,6.35415333675974e-08
"gene:UTI89_C0597","gene:UTI89_C0597",451.33961460305,2.97794981323913,0.392837907707069,7.58060705144505,3.43941835720414e-14,1.59038704837119e-10
"gene:UTI89_C4036","gene:UTI89_C4036",1026.46817718319,2.0358938149531,0.409452654886296,4.97223254180258,6.61862468933575e-07,0.000139111457106766
"gene:UTI89_C0808","gene:UTI89_C0808",731.808890609148,2.23861114545313,0.350657246486596,6.38404358638773,1.72471965508965e-10,9.96887960641818e-08
"gene:UTI89_C4035","gene:UTI89_C4035",1428.90726923355,1.91260422240998,0.409256552852533,4.67336248883263,2.96308120485196e-06,0.000526972595816748
"gene:UTI89_C1338","gene:UTI89_C1338",3125.56945038614,1.63115178241968,0.409440757020862,3.98385298593167,6.78068297699665e-05,0.00746520906800774
"gene:UTI89_C2329","gene:UTI89_C2329",50.1732155682559,-1.36435592461769,0.283674938236622,-4.80957511826312,1.51251448609535e-06,0.000291411124321037
"gene:UTI89_C1592","gene:UTI89_C1592",297.645899681654,-0.972997429675423,0.268054685115246,-3.62984675778786,0.000283589530476769,0.0226089308435272
"gene:UTI89_C1337","gene:UTI89_C1337",900.058220020076,1.46024966521809,0.400460118531118,3.64642968836514,0.000265909193008376,0.0219565019369774
"gene:UTI89_C1082","gene:UTI89_C1082",4049.41862980085,2.21195787931427,0.398607271117917,5.54921608206168,2.86953340098807e-08,8.39940503428476e-06
"gene:UTI89_C0589","gene:UTI89_C0589",203.659541059488,1.88587336459649,0.40070763473323,4.70635745648321,2.52182172517816e-06,0.000466436146288953
