"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C3158","gene:UTI89_C3158",174.640232908643,-0.905042245058414,0.248876972592217,-3.63650455737952,0.000276362755917777,0.0940908890532369
"gene:UTI89_C0566","gene:UTI89_C0566",3140.00838561893,-1.64274338755464,0.293137208420237,-5.60400843143606,2.09450512283556e-08,9.2702796736702e-05
"gene:UTI89_C4727","gene:UTI89_C4727",528.329641401257,-1.21159858626813,0.310753381057719,-3.8989071724471,9.66278068796094e-05,0.0475194081387946
"gene:UTI89_C1562","gene:UTI89_C1562",579.418635374724,-1.15098282668833,0.261717279259349,-4.39780984253534,1.09348717345746e-05,0.0080662903828712
"gene:UTI89_C1564","gene:UTI89_C1564",426.776625330067,-1.36842486393285,0.279108115175136,-4.90284871535957,9.44567295974682e-07,0.00104516371299599
"gene:UTI89_C1563","gene:UTI89_C1563",295.474955059834,-1.58285631019348,0.310820296233513,-5.09251271353372,3.53349012102174e-07,0.00052130757585474
"gene:UTI89_C1125","gene:UTI89_C1125",1188.76365162772,0.847389597695624,0.232337338646884,3.64723811777634,0.000265074253840104,0.0940908890532369
"gene:UTI89_C2121","gene:UTI89_C2121",8283.48918882679,1.13841976276522,0.237586091582533,4.79160945483947,1.65448719707705e-06,0.0014645520668526
"gene:UTI89_C4728","gene:UTI89_C4728",1418.10933274089,-1.98666070776432,0.385172055504467,-5.15785265149195,2.49798071873917e-07,0.00052130757585474
"gene:UTI89_C0078","gene:UTI89_C0078",494.655324349157,-1.02622243495202,0.274755981786629,-3.73503218484599,0.000187691181616557,0.0827044749675813
"gene:UTI89_C0081","gene:UTI89_C0081",1359.22646930169,-0.811761957288895,0.218679970230297,-3.71210018198744,0.000205546593909488,0.0827044749675813
"gene:UTI89_C4729","gene:UTI89_C4729",331.027093646309,-1.67282847727668,0.399273187705575,-4.18968397775368,2.79343219034271e-05,0.0176624726777955
"gene:UTI89_C4078","gene:UTI89_C4078",1274.00711282669,-0.974000384454256,0.270370748677286,-3.6024621347512,0.000315217327853782,0.0996537066486314
"gene:UTI89_C1868","gene:UTI89_C1868",9090.97638301163,0.580653239095966,0.147146928996637,3.94607786282266,7.94417893897601e-05,0.0439511699798848
